# started on Wed Dec  3 23:02:35 2025

0.100127749,146912531,,instructions,68383409,71.00,0.71,insn per cycle
0.100127749,206465693,,cycles,82185138,86.00,,
0.100127749,30695954,,CYCLE_ACTIVITY.STALLS_L3_MISS,82022118,85.00,,
0.100127749,41038510,,OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_DEMAND_DATA_RD,81519989,85.00,,
0.100127749,1267374,,OFFCORE_REQUESTS.DEMAND_DATA_RD,81674280,85.00,,
0.100127749,183168175,,OFFCORE_REQUESTS_OUTSTANDING.DEMAND_DATA_RD,82521567,86.00,,
0.100127749,22005828,,EXE_ACTIVITY.2_PORTS_UTIL,54228441,56.00,,
0.200639480,161772099,,instructions,72007736,71.00,0.74,insn per cycle
0.200639480,219480500,,cycles,86328811,86.00,,
0.200639480,29164290,,CYCLE_ACTIVITY.STALLS_L3_MISS,86325924,86.00,,
0.200639480,39659936,,OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_DEMAND_DATA_RD,86333783,86.00,,
0.200639480,1281706,,OFFCORE_REQUESTS.DEMAND_DATA_RD,86192063,85.00,,
0.200639480,175858038,,OFFCORE_REQUESTS_OUTSTANDING.DEMAND_DATA_RD,85334602,85.00,,
0.200639480,23778077,,EXE_ACTIVITY.2_PORTS_UTIL,57027720,56.00,,
0.300831564,162092508,,instructions,70401520,70.00,0.74,insn per cycle
0.300831564,218791374,,cycles,85015711,85.00,,
0.300831564,28619597,,CYCLE_ACTIVITY.STALLS_L3_MISS,85451603,85.00,,
0.300831564,39104268,,OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_DEMAND_DATA_RD,86014124,86.00,,
0.300831564,1267036,,OFFCORE_REQUESTS.DEMAND_DATA_RD,86013336,86.00,,
0.300831564,174083105,,OFFCORE_REQUESTS_OUTSTANDING.DEMAND_DATA_RD,86012772,86.00,,
0.300831564,23781293,,EXE_ACTIVITY.2_PORTS_UTIL,56447385,56.00,,
0.401000834,152360148,,instructions,72022279,72.00,0.70,insn per cycle
0.401000834,218767074,,cycles,85996536,86.00,,
0.401000834,27461599,,CYCLE_ACTIVITY.STALLS_L3_MISS,85542657,85.00,,
0.401000834,35842684,,OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_DEMAND_DATA_RD,85007743,85.00,,
0.401000834,1246098,,OFFCORE_REQUESTS.DEMAND_DATA_RD,85280958,85.00,,
0.401000834,183810979,,OFFCORE_REQUESTS_OUTSTANDING.DEMAND_DATA_RD,86003575,86.00,,
0.401000834,23062545,,EXE_ACTIVITY.2_PORTS_UTIL,58052762,58.00,,
0.501165450,146476898,,instructions,72016034,72.00,0.67,insn per cycle
0.501165450,218743831,,cycles,85984748,86.00,,
0.501165450,26259119,,CYCLE_ACTIVITY.STALLS_L3_MISS,85984497,86.00,,
0.501165450,33486756,,OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_DEMAND_DATA_RD,85992006,86.00,,
0.501165450,1213536,,OFFCORE_REQUESTS.DEMAND_DATA_RD,85716308,85.00,,
0.501165450,186043760,,OFFCORE_REQUESTS_OUTSTANDING.DEMAND_DATA_RD,84995258,85.00,,
0.501165450,22647378,,EXE_ACTIVITY.2_PORTS_UTIL,57157783,57.00,,
0.601330728,146411499,,instructions,70029959,70.00,0.67,insn per cycle
0.601330728,218756443,,cycles,84996789,85.00,,
0.601330728,26301499,,CYCLE_ACTIVITY.STALLS_L3_MISS,85942069,85.00,,
0.601330728,33663685,,OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_DEMAND_DATA_RD,85996903,86.00,,
0.601330728,1212867,,OFFCORE_REQUESTS.DEMAND_DATA_RD,85997753,86.00,,
0.601330728,185609006,,OFFCORE_REQUESTS_OUTSTANDING.DEMAND_DATA_RD,86000179,86.00,,
0.601330728,22612136,,EXE_ACTIVITY.2_PORTS_UTIL,55948109,55.00,,
0.701492354,146616615,,instructions,72011360,72.00,0.67,insn per cycle
0.701492354,218753667,,cycles,85983672,86.00,,
0.701492354,26228474,,CYCLE_ACTIVITY.STALLS_L3_MISS,85029745,85.00,,
0.701492354,33501643,,OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_DEMAND_DATA_RD,84996931,85.00,,
0.701492354,1212988,,OFFCORE_REQUESTS.DEMAND_DATA_RD,85778426,85.00,,
0.701492354,186056922,,OFFCORE_REQUESTS_OUTSTANDING.DEMAND_DATA_RD,85990565,86.00,,
0.701492354,22651631,,EXE_ACTIVITY.2_PORTS_UTIL,58043044,58.00,,
0.801654818,146714316,,instructions,72019889,72.00,0.67,insn per cycle
0.801654818,218750829,,cycles,85988077,86.00,,
0.801654818,26330136,,CYCLE_ACTIVITY.STALLS_L3_MISS,85983900,86.00,,
0.801654818,33627192,,OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_DEMAND_DATA_RD,85993396,86.00,,
0.801654818,1220517,,OFFCORE_REQUESTS.DEMAND_DATA_RD,85205405,85.00,,
0.801654818,186044541,,OFFCORE_REQUESTS_OUTSTANDING.DEMAND_DATA_RD,84997286,85.00,,
0.801654818,22653065,,EXE_ACTIVITY.2_PORTS_UTIL,57666150,57.00,,
0.901818248,146742608,,instructions,70497279,70.00,0.67,insn per cycle
0.901818248,218753299,,cycles,85461171,85.00,,
0.901818248,25988966,,CYCLE_ACTIVITY.STALLS_L3_MISS,85982311,86.00,,
0.901818248,33176580,,OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_DEMAND_DATA_RD,85987667,86.00,,
0.901818248,1203689,,OFFCORE_REQUESTS.DEMAND_DATA_RD,85992447,86.00,,
0.901818248,183569339,,OFFCORE_REQUESTS_OUTSTANDING.DEMAND_DATA_RD,85995509,86.00,,
0.901818248,22689166,,EXE_ACTIVITY.2_PORTS_UTIL,55889438,55.00,,
1.002004816,146826365,,instructions,71570254,71.00,0.67,insn per cycle
1.002004816,218806048,,cycles,85543856,85.00,,
1.002004816,26033146,,CYCLE_ACTIVITY.STALLS_L3_MISS,85012123,85.00,,
