# started on Thu Dec  4 01:15:13 2025

0.100125907,113607271,,instructions,68057536,70.00,0.55,insn per cycle
0.100125907,206540151,,cycles,82158482,85.00,,
0.100125907,37313142,,CYCLE_ACTIVITY.STALLS_L3_MISS,82123399,85.00,,
0.100125907,45473768,,OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_DEMAND_DATA_RD,82168384,85.00,,
0.100125907,985709,,OFFCORE_REQUESTS.DEMAND_DATA_RD,82306353,85.00,,
0.100125907,226960877,,OFFCORE_REQUESTS_OUTSTANDING.DEMAND_DATA_RD,83168264,86.00,,
0.100125907,17133986,,EXE_ACTIVITY.2_PORTS_UTIL,54770300,56.00,,
0.200531234,122792367,,instructions,72006104,71.00,0.56,insn per cycle
0.200531234,219201989,,cycles,86222434,86.00,,
0.200531234,35955135,,CYCLE_ACTIVITY.STALLS_L3_MISS,86215219,86.00,,
0.200531234,44645058,,OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_DEMAND_DATA_RD,86223004,86.00,,
0.200531234,1030642,,OFFCORE_REQUESTS.DEMAND_DATA_RD,86087222,85.00,,
0.200531234,234352762,,OFFCORE_REQUESTS_OUTSTANDING.DEMAND_DATA_RD,85230537,85.00,,
0.200531234,18302579,,EXE_ACTIVITY.2_PORTS_UTIL,57021245,56.00,,
0.300712359,123759780,,instructions,70280929,70.00,0.57,insn per cycle
0.300712359,218718531,,cycles,85001496,85.00,,
0.300712359,34917236,,CYCLE_ACTIVITY.STALLS_L3_MISS,85554128,85.00,,
0.300712359,43651122,,OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_DEMAND_DATA_RD,86000947,86.00,,
0.300712359,1039542,,OFFCORE_REQUESTS.DEMAND_DATA_RD,85995693,86.00,,
0.300712359,234644825,,OFFCORE_REQUESTS_OUTSTANDING.DEMAND_DATA_RD,85993231,86.00,,
0.300712359,18419577,,EXE_ACTIVITY.2_PORTS_UTIL,56328703,56.00,,
0.400874772,124183204,,instructions,72017556,72.00,0.57,insn per cycle
0.400874772,218711265,,cycles,85989233,86.00,,
0.400874772,34626617,,CYCLE_ACTIVITY.STALLS_L3_MISS,85419680,85.00,,
0.400874772,43400591,,OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_DEMAND_DATA_RD,84998249,85.00,,
0.400874772,1039802,,OFFCORE_REQUESTS.DEMAND_DATA_RD,85400910,85.00,,
0.400874772,234782232,,OFFCORE_REQUESTS_OUTSTANDING.DEMAND_DATA_RD,85986181,86.00,,
0.400874772,18483332,,EXE_ACTIVITY.2_PORTS_UTIL,58050115,58.00,,
0.501043440,124613356,,instructions,72019337,72.00,0.57,insn per cycle
0.501043440,218630943,,cycles,85970207,86.00,,
0.501043440,34406169,,CYCLE_ACTIVITY.STALLS_L3_MISS,85969701,86.00,,
0.501043440,43097045,,OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_DEMAND_DATA_RD,85975084,86.00,,
0.501043440,1027279,,OFFCORE_REQUESTS.DEMAND_DATA_RD,85593335,85.00,,
0.501043440,231555060,,OFFCORE_REQUESTS_OUTSTANDING.DEMAND_DATA_RD,84982513,85.00,,
0.501043440,18504069,,EXE_ACTIVITY.2_PORTS_UTIL,57267374,57.00,,
0.601206268,124684627,,instructions,70098282,70.00,0.57,insn per cycle
0.601206268,218702301,,cycles,85064837,85.00,,
0.601206268,34362248,,CYCLE_ACTIVITY.STALLS_L3_MISS,85981934,86.00,,
0.601206268,43138857,,OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_DEMAND_DATA_RD,85987718,86.00,,
0.601206268,1034544,,OFFCORE_REQUESTS.DEMAND_DATA_RD,85991260,86.00,,
0.601206268,233371439,,OFFCORE_REQUESTS_OUTSTANDING.DEMAND_DATA_RD,85991415,86.00,,
0.601206268,18545509,,EXE_ACTIVITY.2_PORTS_UTIL,55889235,55.00,,
0.701371805,125138070,,instructions,71937958,71.00,0.57,insn per cycle
0.701371805,218677281,,cycles,85907597,85.00,,
0.701371805,34235259,,CYCLE_ACTIVITY.STALLS_L3_MISS,84982093,85.00,,
0.701371805,42898101,,OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_DEMAND_DATA_RD,84994252,85.00,,
0.701371805,1050685,,OFFCORE_REQUESTS.DEMAND_DATA_RD,85889133,85.00,,
0.701371805,235742972,,OFFCORE_REQUESTS_OUTSTANDING.DEMAND_DATA_RD,85984222,86.00,,
0.701371805,18549303,,EXE_ACTIVITY.2_PORTS_UTIL,57984530,58.00,,
0.801533447,125125690,,instructions,72014492,72.00,0.57,insn per cycle
0.801533447,218694969,,cycles,85988673,86.00,,
0.801533447,34002075,,CYCLE_ACTIVITY.STALLS_L3_MISS,85987402,86.00,,
0.801533447,42684107,,OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_DEMAND_DATA_RD,85993919,86.00,,
0.801533447,1035431,,OFFCORE_REQUESTS.DEMAND_DATA_RD,85090394,85.00,,
0.801533447,233124496,,OFFCORE_REQUESTS_OUTSTANDING.DEMAND_DATA_RD,84998888,85.00,,
0.801533447,18588602,,EXE_ACTIVITY.2_PORTS_UTIL,57782450,57.00,,
0.901701103,125089633,,instructions,70611006,70.00,0.57,insn per cycle
0.901701103,218717550,,cycles,85571547,85.00,,
0.901701103,34089606,,CYCLE_ACTIVITY.STALLS_L3_MISS,85981949,86.00,,
0.901701103,42736024,,OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_DEMAND_DATA_RD,85992411,86.00,,
0.901701103,1025317,,OFFCORE_REQUESTS.DEMAND_DATA_RD,85992074,86.00,,
0.901701103,230865194,,OFFCORE_REQUESTS_OUTSTANDING.DEMAND_DATA_RD,85988129,86.00,,
0.901701103,18574371,,EXE_ACTIVITY.2_PORTS_UTIL,55887066,55.00,,
1.001881337,125188706,,instructions,71450401,71.00,0.57,insn per cycle
1.001881337,218720951,,cycles,85425900,85.00,,
1.001881337,33712005,,CYCLE_ACTIVITY.STALLS_L3_MISS,84989259,85.00,,
1.001881337,42522205,,OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_DEMAND_DATA_RD,85401405,85.00,,
1.001881337,1027878,,OFFCORE_REQUESTS.DEMAND_DATA_RD,85998919,86.00,,
1.001881337,230676530,,OFFCORE_REQUESTS_OUTSTANDING.DEMAND_DATA_RD,85999577,86.00,,
1.001881337,18539859,,EXE_ACTIVITY.2_PORTS_UTIL,57498110,57.00,,
1.102051098,125531421,,instructions,72029189,72.00,0.57,insn per cycle
1.102051098,218727376,,cycles,85998288,86.00,,
1.102051098,33772828,,CYCLE_ACTIVITY.STALLS_L3_MISS,85992522,86.00,,
1.102051098,42613533,,OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_DEMAND_DATA_RD,85606447,85.00,,
1.102051098,1044216,,OFFCORE_REQUESTS.DEMAND_DATA_RD,85004721,85.00,,
1.102051098,234346185,,OFFCORE_REQUESTS_OUTSTANDING.DEMAND_DATA_RD,85229758,85.00,,
1.102051098,18559728,,EXE_ACTIVITY.2_PORTS_UTIL,58056710,58.00,,
1.202215171,125401881,,instructions,71095049,71.00,0.57,insn per cycle
1.202215171,218725612,,cycles,85994248,86.00,,
1.202215171,33679865,,CYCLE_ACTIVITY.STALLS_L3_MISS,85985774,86.00,,
1.202215171,42527781,,OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_DEMAND_DATA_RD,85996687,86.00,,
1.202215171,1042356,,OFFCORE_REQUESTS.DEMAND_DATA_RD,86000680,86.00,,
1.202215171,235333914,,OFFCORE_REQUESTS_OUTSTANDING.DEMAND_DATA_RD,85773173,85.00,,
1.202215171,18519682,,EXE_ACTIVITY.2_PORTS_UTIL,56109302,56.00,,
1.302375078,125552821,,instructions,70941226,70.00,0.57,insn per cycle
1.302375078,218659138,,cycles,84981874,85.00,,
1.302375078,33658306,,CYCLE_ACTIVITY.STALLS_L3_MISS,84975802,85.00,,
1.302375078,42471114,,OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_DEMAND_DATA_RD,85888001,85.00,,
1.302375078,1036179,,OFFCORE_REQUESTS.DEMAND_DATA_RD,85995620,86.00,,
1.302375078,233425254,,OFFCORE_REQUESTS_OUTSTANDING.DEMAND_DATA_RD,85977840,86.00,,
1.302375078,18570843,,EXE_ACTIVITY.2_PORTS_UTIL,56985584,57.00,,
1.402537344,125375116,,instructions,72019014,72.00,0.57,insn per cycle
1.402537344,218705079,,cycles,85985117,86.00,,
1.402537344,33610430,,CYCLE_ACTIVITY.STALLS_L3_MISS,85984692,86.00,,
1.402537344,42394845,,OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_DEMAND_DATA_RD,85091578,85.00,,
1.402537344,1027288,,OFFCORE_REQUESTS.DEMAND_DATA_RD,85001491,85.00,,
1.402537344,231333076,,OFFCORE_REQUESTS_OUTSTANDING.DEMAND_DATA_RD,85728111,85.00,,
1.402537344,18528337,,EXE_ACTIVITY.2_PORTS_UTIL,58046107,58.00,,
1.502698359,125176619,,instructions,71595337,71.00,0.57,insn per cycle
1.502698359,218658445,,cycles,85971470,86.00,,
